temperature,replicate,lag,observable,tolerance,calibration_msd,heldout_msd,same_time_value,heldout_value,msd_matched_value,same_time_absolute_error,msd_matched_absolute_error,same_time_normalized_error,msd_matched_normalized_error,in_calibration_msd_support,replicate_support_fraction,replicate_anchor_alpha_window_point_count,replicate_clock_drift_sign,heldout_msd_used_as_diagnostic_input,blind_prediction_claim_allowed,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
0.58,2,400,fs_k4,0.03,2.07945505517566,2.4463869448151,0.0132421525699078,-0.000802261556707451,0.00867209718633095,0.0140444141266152,0.0094743587430384,0.468147137553841,0.31581195810128,1,0.8,2,-1,1,0,0,0,0
0.58,2,400,fs_k7p25,0.03,2.07945505517566,2.4463869448151,0.000237242413867952,0.000504094948215263,0.00062346005662765,0.000266852534347311,0.000119365108412387,0.0088950844782437,0.00397883694707957,1,0.8,2,-1,1,0,0,0,0
0.58,2,600,ngp,0.3,3.28280793690892,3.68787514208193,0.0511821148578302,0.0526066491391564,,0.00142453428132616,,0.00474844760442054,,0,0.8,2,-1,1,0,0,0,0
0.58,2,600,fs_k2,0.03,3.28280793690892,3.68787514208193,0.127959154212602,0.0956622028154586,,0.0322969513971433,,1.07656504657144,,0,0.8,2,-1,1,0,0,0,0
0.58,2,600,fs_k4,0.03,3.28280793690892,3.68787514208193,-0.0017453409426123,-0.00336469274893695,,0.00161935180632464,,0.0539783935441548,,0,0.8,2,-1,1,0,0,0,0
0.58,2,600,fs_k7p25,0.03,3.28280793690892,3.68787514208193,0.00150384290980141,0.00472080773067956,,0.00321696482087815,,0.107232160695938,,0,0.8,2,-1,1,0,0,0,0
0.58,3,20,ngp,0.3,0.16296448667567,0.170929702648857,0.551803695356797,0.512225757857749,0.546709449655448,0.0395779374990474,0.0344836917976993,0.131926458330158,0.114945639325664,1,0.8,2,-1,1,0,0,0,0
0.58,3,20,fs_k2,0.03,0.16296448667567,0.170929702648857,0.899889165101101,0.895144808187513,0.895964466804727,0.0047443569135871,0.000819658617213226,0.158145230452903,0.0273219539071075,1,0.8,2,-1,1,0,0,0,0
0.58,3,20,fs_k4,0.03,0.16296448667567,0.170929702648857,0.676924313961766,0.663251833641798,0.669507074143152,0.0136724803199686,0.00625524050135462,0.455749343998953,0.208508016711821,1,0.8,2,-1,1,0,0,0,0
0.58,3,20,fs_k7p25,0.03,0.16296448667567,0.170929702648857,0.339362948277311,0.32014978332638,0.333901751555522,0.0192131649509312,0.0137519682291427,0.640438831697706,0.458398940971424,1,0.8,2,-1,1,0,0,0,0
0.58,3,100,ngp,0.3,0.599136322758014,0.64906287515752,0.272844969254288,0.234371160168652,0.260826551479627,0.038473809085636,0.0264553913109751,0.128246030285453,0.0881846377032504,1,0.8,2,-1,1,0,0,0,0
0.58,3,100,fs_k2,0.03,0.599136322758014,0.64906287515752,0.684974357045529,0.661946215317925,0.6667163685974,0.023028141727604,0.00477015327947461,0.767604724253468,0.15900510931582,1,0.8,2,-1,1,0,0,0,0
0.58,3,100,fs_k4,0.03,0.599136322758014,0.64906287515752,0.270759418842986,0.236533644030347,0.253802048771745,0.0342257748126387,0.0172684047413981,1.14085916042129,0.575613491379938,1,0.8,2,-1,1,0,0,0,0
0.58,3,100,fs_k7p25,0.03,0.599136322758014,0.64906287515752,0.0403101404981051,0.0301069764917117,0.037059248719234,0.0102031640063934,0.0069522722275223,0.340105466879781,0.231742407584077,1,0.8,2,-1,1,0,0,0,0
0.58,3,200,ngp,0.3,1.13053241806829,1.2379225427307,0.144926257259953,0.132173446756463,0.138197389257513,0.0127528105034902,0.00602394250105023,0.0425093683449673,0.0200798083368341,1,0.8,2,-1,1,0,0,0,0
0.58,3,200,fs_k2,0.03,1.13053241806829,1.2379225427307,0.490644420303249,0.455953528501544,0.46644196611935,0.0346908918017051,0.0104884376178057,1.15636306005684,0.349614587260189,1,0.8,2,-1,1,0,0,0,0
0.58,3,200,fs_k4,0.03,1.13053241806829,1.2379225427307,0.0902726876446631,0.0661884332241552,0.0819948540762772,0.0240842544205079,0.0158064208521221,0.802808480683597,0.526880695070735,1,0.8,2,-1,1,0,0,0,0
0.58,3,200,fs_k7p25,0.03,1.13053241806829,1.2379225427307,0.00570908926298126,0.00271205238788974,0.00528548011282252,0.00299703687509152,0.00257342772493278,0.0999012291697173,0.085780924164426,1,0.8,2,-1,1,0,0,0,0
0.58,3,400,ngp,0.3,2.18589245125721,2.39953901689234,0.0787993356207135,0.0846608902569856,0.0701756882694713,0.00586155463627214,0.0144852019875143,0.0195385154542405,0.0482840066250478,1,0.8,2,-1,1,0,0,0,0
0.58,3,400,fs_k2,0.03,2.18589245125721,2.39953901689234,0.252798501685782,0.22091612906598,0.226997675649174,0.0318823726198019,0.0060815465831941,1.0627457539934,0.202718219439803,1,0.8,2,-1,1,0,0,0,0
0.58,3,400,fs_k4,0.03,2.18589245125721,2.39953901689234,0.00892354369937638,0.00646924451905883,0.00821315566382039,0.00245429918031756,0.00174391114476157,0.0818099726772519,0.0581303714920522,1,0.8,2,-1,1,0,0,0,0
0.58,3,400,fs_k7p25,0.03,2.18589245125721,2.39953901689234,0.00154613509772573,0.00102592014524195,0.00138826781299577,0.000520214952483777,0.000362347667753819,0.0173404984161259,0.012078255591794,1,0.8,2,-1,1,0,0,0,0
0.58,3,600,ngp,0.3,3.22502026837931,3.49564152352987,0.0368558958977883,0.0495858905853599,,0.0127299946875716,,0.0424333156252388,,0,0.8,2,-1,1,0,0,0,0
0.58,3,600,fs_k2,0.03,3.22502026837931,3.49564152352987,0.12730921071747,0.107789314154138,,0.0195198965633326,,0.650663218777754,,0,0.8,2,-1,1,0,0,0,0
0.58,3,600,fs_k4,0.03,3.22502026837931,3.49564152352987,0.00546837948223826,0.00284190586647083,,0.00262647361576743,,0.087549120525581,,0,0.8,2,-1,1,0,0,0,0
0.58,3,600,fs_k7p25,0.03,3.22502026837931,3.49564152352987,0.000778304889508886,0.000654551577908717,,0.000123753311600168,,0.00412511038667228,,0,0.8,2,-1,1,0,0,0,0
0.58,4,20,ngp,0.3,0.156207909127727,0.162565322700962,0.559976902289874,0.555599068017985,0.555914969330726,0.00437783427188909,0.000315901312741729,0.014592780906297,0.00105300437580576,1,0.8,2,-1,1,0,0,0,0
0.58,4,20,fs_k2,0.03,0.156207909127727,0.162565322700962,0.903715823555717,0.9001075441843,0.900555731377046,0.00360827937141728,0.000448187192746641,0.120275979047243,0.0149395730915547,1,0.8,2,-1,1,0,0,0,0
0.58,4,20,fs_k4,0.03,0.156207909127727,0.162565322700962,0.68672172577406,0.677450557771196,0.680616730598815,0.00927116800286454,0.00316617282761933,0.309038933428818,0.105539094253978,1,0.8,2,-1,1,0,0,0,0
0.58,4,20,fs_k7p25,0.03,0.156207909127727,0.162565322700962,0.350472517681586,0.339210101696356,0.345877019892776,0.0112624159852298,0.00666691819642018,0.375413866174327,0.222230606547339,1,0.8,2,-1,1,0,0,0,0
0.58,4,100,ngp,0.3,0.57038818790164,0.606187530131614,0.295345302347488,0.302903626848888,0.286933316967488,0.0075583245013997,0.0159703098813997,0.0251944150046657,0.0532343662713325,1,0.8,2,-1,1,0,0,0,0
0.58,4,100,fs_k2,0.03,0.57038818790164,0.606187530131614,0.697838410605367,0.682933314663787,0.684591389074154,0.0149050959415795,0.00165807441036669,0.496836531385984,0.0552691470122232,1,0.8,2,-1,1,0,0,0,0
0.58,4,100,fs_k4,0.03,0.57038818790164,0.606187530131614,0.288986298549085,0.270788181871331,0.276108429964725,0.0181981166777543,0.0053202480933941,0.606603889258476,0.177341603113137,1,0.8,2,-1,1,0,0,0,0
0.58,4,100,fs_k7p25,0.03,0.57038818790164,0.606187530131614,0.0510796068149191,0.04724884333669,0.0480758343812368,0.00383076347822916,0.000826991044546858,0.127692115940972,0.0275663681515619,1,0.8,2,-1,1,0,0,0,0
0.58,4,200,ngp,0.3,1.0952273980127,1.18220638909312,0.172020696718046,0.197886648539359,0.165040844555943,0.0258659518213131,0.0328458039834167,0.0862198394043771,0.109486013278056,1,0.8,2,-1,1,0,0,0,0
0.58,4,200,fs_k2,0.03,1.0952273980127,1.18220638909312,0.503629358603716,0.47982890295348,0.483532766041425,0.0238004556502361,0.00370386308794446,0.793348521674538,0.123462102931482,1,0.8,2,-1,1,0,0,0,0
0.58,4,200,fs_k4,0.03,1.0952273980127,1.18220638909312,0.100189243778884,0.0881757410647317,0.0930524906453749,0.0120135027141523,0.00487674958064314,0.400450090471744,0.162558319354771,1,0.8,2,-1,1,0,0,0,0
0.58,4,200,fs_k7p25,0.03,1.0952273980127,1.18220638909312,0.0070425532478506,0.00246429959643711,0.00646053542972723,0.00457825365141349,0.00399623583329012,0.152608455047116,0.133207861109671,1,0.8,2,-1,1,0,0,0,0
0.58,4,400,ngp,0.3,2.15342790240432,2.36177962496484,0.0871026839109341,0.125559462773827,0.0775646376122093,0.0384567788628931,0.047994825161618,0.12818926287631,0.159982750538727,1,0.8,2,-1,1,0,0,0,0
0.58,4,400,fs_k2,0.03,2.15342790240432,2.36177962496484,0.259130955922695,0.236704651835162,0.234460072165904,0.0224263040875326,0.00224457966925848,0.74754346958442,0.074819322308616,1,0.8,2,-1,1,0,0,0,0
0.58,4,400,fs_k4,0.03,2.15342790240432,2.36177962496484,0.0133623483207025,0.0103645571658274,0.0124011906571602,0.00299779115487503,0.00203663349133272,0.0999263718291678,0.0678877830444241,1,0.8,2,-1,1,0,0,0,0
0.58,4,400,fs_k7p25,0.03,2.15342790240432,2.36177962496484,-3.83698699353922e-05,0.000424282267275192,-3.40638545186856e-05,0.000462652137210584,0.000458346121793877,0.0154217379070195,0.0152782040597959,1,0.8,2,-1,1,0,0,0,0
0.58,4,600,ngp,0.3,3.26447767494204,3.55382121369103,0.0362404014185276,0.0706545722119329,,0.0344141707934054,,0.114713902644685,,0,0.8,2,-1,1,0,0,0,0
0.58,4,600,fs_k2,0.03,3.26447767494204,3.55382121369103,0.127571785451591,0.115230625549411,,0.0123411599021791,,0.411371996739303,,0,0.8,2,-1,1,0,0,0,0
0.58,4,600,fs_k4,0.03,3.26447767494204,3.55382121369103,0.00823690951785601,0.00639497428839356,,0.00184193522946245,,0.0613978409820816,,0,0.8,2,-1,1,0,0,0,0
0.58,4,600,fs_k7p25,0.03,3.26447767494204,3.55382121369103,-1.54077490060286e-05,0.00156592891359382,,0.00158133666259985,,0.0527112220866618,,0,0.8,2,-1,1,0,0,0,0
0.58,5,20,ngp,0.3,0.159653830094652,0.16319413863499,0.533929105014731,0.539212758082028,0.532014038740561,0.00528365306729717,0.00719871934146665,0.0176121768909906,0.0239957311382222,1,0.8,2,-1,1,0,0,0,0
0.58,5,20,fs_k2,0.03,0.159653830094652,0.16319413863499,0.901635365900794,0.899673089083287,0.899894267964498,0.00196227681750671,0.000221178881210649,0.0654092272502238,0.00737262937368829,1,0.8,2,-1,1,0,0,0,0
0.58,5,20,fs_k4,0.03,0.159653830094652,0.16319413863499,0.680759770235771,0.676095145573346,0.677468724396634,0.00466462466242468,0.00137357882328837,0.155487488747489,0.0457859607762789,1,0.8,2,-1,1,0,0,0,0
0.58,5,20,fs_k7p25,0.03,0.159653830094652,0.16319413863499,0.342069336431279,0.338922200562175,0.339652686421016,0.00314713586910426,0.000730485858841001,0.104904528970142,0.0243495286280334,1,0.8,2,-1,1,0,0,0,0
0.58,5,100,ngp,0.3,0.589196488585388,0.61606538243463,0.301575724166744,0.291638630091257,0.295532769209154,0.00993709407548637,0.00389413911789688,0.0331236469182879,0.0129804637263229,1,0.8,2,-1,1,0,0,0,0
0.58,5,100,fs_k2,0.03,0.589196488585388,0.61606538243463,0.690389417213569,0.678894837615607,0.680600270690311,0.0114945795979616,0.00170543307470394,0.383152653265388,0.0568477691567981,1,0.8,2,-1,1,0,0,0,0
0.58,5,100,fs_k4,0.03,0.589196488585388,0.61606538243463,0.281459945700638,0.264850372803888,0.271892137305143,0.01660957289675,0.00704176450125499,0.553652429891668,0.234725483375166,1,0.8,2,-1,1,0,0,0,0
0.58,5,100,fs_k7p25,0.03,0.589196488585388,0.61606538243463,0.0488592226170693,0.0406237114080508,0.0465075859493128,0.00823551120901855,0.00588387454126198,0.274517040300618,0.196129151375399,1,0.8,2,-1,1,0,0,0,0
0.58,5,200,ngp,0.3,1.12501369732854,1.20060783762207,0.1810676274768,0.192926456377165,0.17559487415977,0.0118588289003652,0.017331582217395,0.0395294296678839,0.0577719407246501,1,0.8,2,-1,1,0,0,0,0
0.58,5,200,fs_k2,0.03,1.12501369732854,1.20060783762207,0.495175085149885,0.475117148203142,0.478194371486163,0.0200579369467438,0.00307722328302118,0.668597898224795,0.102574109434039,1,0.8,2,-1,1,0,0,0,0
0.58,5,200,fs_k4,0.03,1.12501369732854,1.20060783762207,0.0906595198614397,0.0830600415815924,0.0850253809833748,0.00759947827984728,0.00196533940178234,0.253315942661576,0.0655113133927447,1,0.8,2,-1,1,0,0,0,0
0.58,5,200,fs_k7p25,0.03,1.12501369732854,1.20060783762207,0.00196308307498883,0.00462001382960781,0.001901306321288,0.00265693075461898,0.00271870750831981,0.0885643584872992,0.0906235836106604,1,0.8,2,-1,1,0,0,0,0
0.58,5,400,ngp,0.3,2.20664931110029,2.35947766037052,0.102760964154721,0.12612791319837,0.0980477244990991,0.0233669490436494,0.0280801886992713,0.0778898301454981,0.093600628997571,1,0.8,2,-1,1,0,0,0,0
0.58,5,400,fs_k2,0.03,2.20664931110029,2.35947766037052,0.252207249618902,0.234934874796182,0.235632382521454,0.0172723748227197,0.000697507725271662,0.575745827423991,0.0232502575090554,1,0.8,2,-1,1,0,0,0,0
0.58,5,400,fs_k4,0.03,2.20664931110029,2.35947766037052,0.0100436779484505,0.0056397910999196,0.00846801910839381,0.00440388684853091,0.00282822800847422,0.146796228284364,0.0942742669491405,1,0.8,2,-1,1,0,0,0,0
0.58,5,400,fs_k7p25,0.03,2.20664931110029,2.35947766037052,0.00107915296285878,-0.00138441172390134,0.000981387451841919,0.00246356468676012,0.00236579917574326,0.082118822892004,0.0788599725247754,1,0.8,2,-1,1,0,0,0,0
0.58,5,600,ngp,0.3,3.26365916838945,3.49696192740812,0.0701626877253305,0.102991901517858,,0.0328292137925272,,0.109430712641757,,0,0.8,2,-1,1,0,0,0,0
0.58,5,600,fs_k2,0.03,3.26365916838945,3.49696192740812,0.137570155199452,0.121234613180602,,0.0163355420188491,,0.54451806729497,,0,0.8,2,-1,1,0,0,0,0
0.58,5,600,fs_k4,0.03,3.26365916838945,3.49696192740812,-0.000854083714340197,-0.00140928898540464,,0.000555205271064446,,0.0185068423688149,,0,0.8,2,-1,1,0,0,0,0
0.58,5,600,fs_k7p25,0.03,3.26365916838945,3.49696192740812,0.000402975346983296,0.00849801781638048,,0.00809504246939718,,0.269834748979906,,0,0.8,2,-1,1,0,0,0,0
